buggy,clean
0.0,0.18181818181818182
0.0,0.16666666666666666
0.16666666666666666,0.14689265536723164
0.0,0.2146118721461187
1.0,0.21804511278195488
0.7142857142857143,0.13529411764705881
0.0,0.1565217391304348
0.1875,0.23008849557522124
0.288135593220339,0.18898809523809523
0.0,0.11612903225806452
0.6666666666666666,0.14859926918392205
1.0,0.15510204081632653
0.2840909090909091,0.10975609756097561
0.3274336283185841,0.19739696312364424
1.0,0.24041811846689895
0.16666666666666666,0.18974358974358974
0.0,0.09271523178807947
1.0,0.16062176165803108
0.16666666666666666,0.2248104008667389
0.4666666666666667,0.16666666666666666
0.6,0.1643835616438356
1.0,0.16103896103896104
0.6666666666666666,0.12612612612612611
0.16666666666666666,0.19047619047619047
0.2692307692307692,0.1895424836601307
0.2222222222222222,0.07903780068728522
0.0,0.12307692307692308
0.0,0.13114754098360656
0.23529411764705882,0.09876543209876543
0.0,0.1417004048582996
0.0,0.11
0.5,0.11494252873563218
0.23214285714285715,0.17358270017533606
0.2,0.14130434782608695
0.0,0.1141732283464567
0.0,0.04150943396226415
0.5,0.11510791366906475
1.0,0.21212121212121213
0.1111111111111111,0.10071942446043165
0.11956521739130435,0.1772875816993464
0.06521739130434782,0.1402439024390244
0.1111111111111111,0.07303370786516854
0.0,0.1314878892733564
0.4666666666666667,0.06465517241379311
0.0,0.03680981595092025
0.5,0.14
0.0,0.14285714285714285
0.5,0.10526315789473684
0.0,0.10526315789473684
0.4,0.13584905660377358
0.0,0.12418300653594772
0.0,0.13333333333333333
0.17647058823529413,0.14699792960662525
0.36363636363636365,0.07913669064748201
0.0,0.08333333333333333
0.0,0.19184652278177458
0.3,0.12941176470588237
0.0,0.2518248175182482
0.0,0.18120805369127516
0.24074074074074073,0.16292134831460675
1.0,0.15675675675675677
0.0,0.12987012987012986
0.0,0.030303030303030304
0.3333333333333333,0.16883116883116883
0.2,0.08527131782945736
0.0,0.104
0.34146341463414637,0.11162790697674418
1.0,0.16289592760180996
0.0,0.0967741935483871
0.38235294117647056,0.19410745233968804
0.24019607843137256,0.15269804822043628
0.0,0.1650485436893204
0.0,0.13333333333333333
0.21428571428571427,0.2304147465437788
1.0,0.13414634146341464
0.20833333333333334,0.15437392795883362
0.1875,0.19858156028368795
0.21052631578947367,0.18243243243243243
0.14285714285714285,0.12403100775193798
0.24528301886792453,0.10232558139534884
0.0,0.08560311284046693
0.0,0.11173184357541899
0.058823529411764705,0.16558441558441558
0.0,0.16334661354581673
0.125,0.11304347826086956
0.5,0.15384615384615385
0.3333333333333333,0.11627906976744186
0.3333333333333333,0.07142857142857142
0.25,0.12195121951219512
0.3333333333333333,0.08695652173913043
0.0,0.10256410256410256
0.0,0.10810810810810811
0.0,0.10810810810810811
0.14285714285714285,0.13529411764705881
0.5555555555555556,0.06666666666666667
0.5,0.08888888888888889
0.3333333333333333,0.07142857142857142
0.0,0.11194029850746269
0.0,0.09302325581395349
0.0,0.1
0.0,0.09523809523809523
0.0,0.2
0.3076923076923077,0.11504424778761062
0.3333333333333333,0.1566265060240964
0.3333333333333333,0.04081632653061224
0.0,0.11363636363636363
1.0,0.08433734939759036
0.0,0.07482993197278912
0.25,0.09722222222222222
0.0,0.19081272084805653
0.2857142857142857,0.29120879120879123
0.1951219512195122,0.1643835616438356
0.0,0.105
0.0,0.10638297872340426
0.0,0.1360544217687075
0.0,0.03164556962025317
0.0,0.09375
0.6,0.11522048364153627
1.0,0.18556701030927836
0.0,0.2517482517482518
0.6060606060606061,0.256857855361596
1.0,0.2
0.0,0.16666666666666666
0.0,0.1780821917808219
1.0,0.14285714285714285
0.0,0.1261682242990654
0.0625,0.24096385542168675
0.0,0.18421052631578946
0.0,0.12087912087912088
0.0,0.13671875
0.25,0.1575875486381323
0.07692307692307693,0.1834319526627219
0.6666666666666666,0.16153846153846155
0.0,0.13676731793960922
0.0,0.1885245901639344
0.0,0.2074074074074074
1.0,0.16831683168316833
0.0,0.0967741935483871
0.2647058823529412,0.19117647058823528
0.14285714285714285,0.13513513513513514
0.0,0.1092436974789916
0.0,0.12037037037037036
0.0,0.18382352941176472
0.0,0.10144927536231885
0.35714285714285715,0.06315789473684211
0.0,0.23353293413173654
0.2972972972972973,0.1038961038961039
0.6,0.13541666666666666
0.15625,0.05
0.21739130434782608,0.18147684605757197
0.2857142857142857,0.12389380530973451
0.2608695652173913,0.08888888888888889
0.0,0.2
0.6666666666666666,0.09395973154362416
0.0,0.13122171945701358
0.3333333333333333,0.16176470588235295
0.0,0.11026615969581749
1.0,0.13559322033898305
0.0,0.12540192926045016
0.0,0.1780185758513932
1.0,0.12953367875647667
0.36363636363636365,0.12432432432432433
0.0,0.08045977011494253
0.0,0.05263157894736842
0.0,0.2185792349726776
0.0,0.18518518518518517
0.4166666666666667,0.21428571428571427
1.0,0.17647058823529413
0.25,0.0625
0.0,0.07207207207207207
0.0,0.06923076923076923
0.0,0.09411764705882353
0.0,0.11278195488721804
0.2647058823529412,0.147239263803681
0.23809523809523808,0.15934755332496864
0.0,0.11627906976744186
0.16666666666666666,0.11602209944751381
0.5,0.12639405204460966
0.4,0.14492753623188406
0.0,0.09090909090909091
0.3333333333333333,0.10309278350515463
1.0,0.24358974358974358
0.15789473684210525,0.08835341365461848
0.2777777777777778,0.12863070539419086
0.2777777777777778,0.10416666666666667
0.15789473684210525,0.13590604026845637
0.0,0.10550458715596331
0.0,0.06451612903225806
0.03125,0.08108108108108109
0.0,0.06818181818181818
0.31746031746031744,0.1724137931034483
0.0,0.06451612903225806
0.2,0.13592233009708737
0.25,0.16691068814055637
0.0,0.11063829787234042
0.0,0.10047846889952153
0.0,0.0967741935483871
0.125,0.15846994535519127
0.0,0.13414634146341464
0.17647058823529413,0.13978494623655913
0.1111111111111111,0.12215909090909091
0.0,0.1553030303030303
0.2631578947368421,0.16932907348242812
1.0,0.1388888888888889
0.125,0.0875
0.0,0.1511627906976744
0.0,0.11278195488721804
0.3333333333333333,0.14285714285714285
0.2,0.11715481171548117
0.16666666666666666,0.075
0.5,0.1889763779527559
0.0,0.058823529411764705
0.0,0.1724137931034483
0.0,0.2268041237113402
1.0,0.09375
0.2608695652173913,0.11797752808988764
0.0,0.10909090909090909
0.0,0.12903225806451613
0.4,0.21224489795918366
0.0,0.06315789473684211
1.0,0.10526315789473684
0.25,0.17254901960784313
0.2,0.07142857142857142
0.0,0.09523809523809523
0.5,0.11374407582938388
0.32786885245901637,0.164
0.3333333333333333,0.13157894736842105
0.34782608695652173,0.1766848816029144
0.25,0.10843373493975904
1.0,0.15254237288135594
0.0,0.14285714285714285
0.14285714285714285,0.09183673469387756
0.0,0.03389830508474576
0.375,0.09649122807017543
0.2,0.16037735849056603
0.2857142857142857,0.24427480916030533
0.13636363636363635,0.13238289205702647
0.0,0.017391304347826087
0.0,0.14534883720930233
0.09090909090909091,0.12213740458015267
0.0,0.07291666666666667
0.3142857142857143,0.1411764705882353
0.4,0.19230769230769232
0.5,0.14705882352941177
0.0,0.15833333333333333
0.0,0.2556390977443609
0.0,0.11864406779661017
0.3333333333333333,0.13263157894736843
0.5,0.14583333333333334
0.0,0.14963503649635038
0.0,0.13675213675213677
0.0,0.15732758620689655
0.3333333333333333,0.21875
0.0,0.12429378531073447
0.26136363636363635,0.128099173553719
0.25,0.17757009345794392
0.6,0.10606060606060606
0.11764705882352941,0.1791044776119403
0.0,0.1390728476821192
0.2857142857142857,0.23026315789473684
0.2857142857142857,0.09433962264150944
1.0,0.2129032258064516
0.0,0.16374269005847952
0.5,0.21908127208480566
0.4,0.203125
0.3684210526315789,0.19242902208201892
0.0,0.19318181818181818
0.4,0.03278688524590164
0.0,0.252212389380531
0.1791044776119403,0.19254658385093168
0.35294117647058826,0.10493827160493827
0.0,0.22695035460992907
0.125,0.061855670103092786
1.0,0.12260536398467432
0.1111111111111111,0.0673076923076923
0.0,0.10526315789473684
0.6666666666666666,0.1791044776119403
0.0,0.09259259259259259
0.4583333333333333,0.20606060606060606
1.0,0.14634146341463414
0.5625,0.20833333333333334
0.0,0.16393442622950818
0.0,0.16494845360824742
0.2857142857142857,0.11290322580645161
0.2,0.19218241042345277
0.0,0.175
0.17857142857142858,0.08520179372197309
0.26666666666666666,0.12628865979381443
0.3068181818181818,0.031578947368421054
0.2805755395683453,0.11086474501108648
0.0,0.09271523178807947
0.15384615384615385,0.10505836575875487
0.0,0.1608910891089109
0.0,0.07352941176470588
0.15384615384615385,0.10080645161290322
0.30434782608695654,0.14356435643564355
0.0,0.08450704225352113
0.0,0.10457516339869281
0.5,0.13733905579399142
0.16666666666666666,0.22988505747126436
0.5,0.2
1.0,0.1694915254237288
0.0,0.136986301369863
0.1875,0.1618798955613577
0.14285714285714285,0.2
0.23255813953488372,0.15081967213114755
0.5,0.2936046511627907
0.0,0.2
0.18181818181818182,0.11904761904761904
0.2708333333333333,0.1386861313868613
0.0,0.15315315315315314
0.0,0.11764705882352941
0.4,0.17708333333333334
0.0,0.08053691275167785
0.0,0.10416666666666667
0.0,0.1299638989169675
1.0,0.08292682926829269
